level,111001,111002,111003,121001,121002,121003,141002,141003,141001,131001,131002,131003,151002,151003,151001
1,0.55,0.495,0.605,0.605,0.55,0.605,0.495,0.495,0.55,0.55,0.495,0.605,0.605,0.55,0.55
2,0.85,0.765,0.935,0.935,0.85,0.935,0.765,0.765,0.85,0.85,0.765,0.935,0.935,0.85,0.85
3,1.15,1.035,1.265,1.265,1.15,1.265,1.035,1.035,1.15,1.15,1.035,1.265,1.265,1.15,1.15
4,1.45,1.305,1.595,1.595,1.45,1.595,1.305,1.305,1.45,1.45,1.305,1.595,1.595,1.45,1.45
5,1.75,1.575,1.925,1.925,1.75,1.925,1.575,1.575,1.75,1.75,1.575,1.925,1.925,1.75,1.75
6,2.06,1.854,2.266,2.266,2.06,2.266,1.854,1.854,2.06,2.06,1.854,2.266,2.266,2.06,2.06
7,2.38,2.142,2.618,2.618,2.38,2.618,2.142,2.142,2.38,2.38,2.142,2.618,2.618,2.38,2.38
8,2.7,2.43,2.97,2.97,2.7,2.97,2.43,2.43,2.7,2.7,2.43,2.97,2.97,2.7,2.7
9,3.02,2.718,3.322,3.322,3.02,3.322,2.718,2.718,3.02,3.02,2.718,3.322,3.322,3.02,3.02
10,3.34,3.006,3.674,3.674,3.34,3.674,3.006,3.006,3.34,3.34,3.006,3.674,3.674,3.34,3.34
11,3.668,3.3012,4.0348,4.0348,3.668,4.0348,3.3012,3.3012,3.668,3.668,3.3012,4.0348,4.0348,3.668,3.668
12,4.004,3.6036,4.4044,4.4044,4.004,4.4044,3.6036,3.6036,4.004,4.004,3.6036,4.4044,4.4044,4.004,4.004
13,4.34,3.906,4.774,4.774,4.34,4.774,3.906,3.906,4.34,4.34,3.906,4.774,4.774,4.34,4.34
14,4.676,4.2084,5.1436,5.1436,4.676,5.1436,4.2084,4.2084,4.676,4.676,4.2084,5.1436,5.1436,4.676,4.676
15,5.012,4.5108,5.5132,5.5132,5.012,5.5132,4.5108,4.5108,5.012,5.012,4.5108,5.5132,5.5132,5.012,5.012
16,5.36,4.824,5.896,5.896,5.36,5.896,4.824,4.824,5.36,5.36,4.824,5.896,5.896,5.36,5.36
17,5.72,5.148,6.292,6.292,5.72,6.292,5.148,5.148,5.72,5.72,5.148,6.292,6.292,5.72,5.72
18,6.08,5.472,6.688,6.688,6.08,6.688,5.472,5.472,6.08,6.08,5.472,6.688,6.688,6.08,6.08
19,6.44,5.796,7.084,7.084,6.44,7.084,5.796,5.796,6.44,6.44,5.796,7.084,7.084,6.44,6.44
20,6.8,6.12,7.48,7.48,6.8,7.48,6.12,6.12,6.8,6.8,6.12,7.48,7.48,6.8,6.8
21,7.174,6.4566,7.8914,7.8914,7.174,7.8914,6.4566,6.4566,7.174,7.174,6.4566,7.8914,7.8914,7.174,7.174
22,7.562,6.8058,8.3182,8.3182,7.562,8.3182,6.8058,6.8058,7.562,7.562,6.8058,8.3182,8.3182,7.562,7.562
23,7.95,7.155,8.745,8.745,7.95,8.745,7.155,7.155,7.95,7.95,7.155,8.745,8.745,7.95,7.95
24,8.338,7.5042,9.1718,9.1718,8.338,9.1718,7.5042,7.5042,8.338,8.338,7.5042,9.1718,9.1718,8.338,8.338
25,8.726,7.8534,9.5986,9.5986,8.726,9.5986,7.8534,7.8534,8.726,8.726,7.8534,9.5986,9.5986,8.726,8.726
26,9.126,8.2134,10.0386,10.0386,9.126,10.0386,8.2134,8.2134,9.126,9.126,8.2134,10.0386,10.0386,9.126,9.126
27,9.538,8.5842,10.4918,10.4918,9.538,10.4918,8.5842,8.5842,9.538,9.538,8.5842,10.4918,10.4918,9.538,9.538
28,9.95,8.955,10.945,10.945,9.95,10.945,8.955,8.955,9.95,9.95,8.955,10.945,10.945,9.95,9.95
29,10.362,9.3258,11.3982,11.3982,10.362,11.3982,9.3258,9.3258,10.362,10.362,9.3258,11.3982,11.3982,10.362,10.362
30,10.774,9.6966,11.8514,11.8514,10.774,11.8514,9.6966,9.6966,10.774,10.774,9.6966,11.8514,11.8514,10.774,10.774
31,11.206,10.0854,12.3266,12.3266,11.206,12.3266,10.0854,10.0854,11.206,11.206,10.0854,12.3266,12.3266,11.206,11.206
32,11.658,10.4922,12.8238,12.8238,11.658,12.8238,10.4922,10.4922,11.658,11.658,10.4922,12.8238,12.8238,11.658,11.658
33,12.11,10.899,13.321,13.321,12.11,13.321,10.899,10.899,12.11,12.11,10.899,13.321,13.321,12.11,12.11
34,12.562,11.3058,13.8182,13.8182,12.562,13.8182,11.3058,11.3058,12.562,12.562,11.3058,13.8182,13.8182,12.562,12.562
35,13.014,11.7126,14.3154,14.3154,13.014,14.3154,11.7126,11.7126,13.014,13.014,11.7126,14.3154,14.3154,13.014,13.014
36,13.46,12.114,14.806,14.806,13.46,14.806,12.114,12.114,13.46,13.46,12.114,14.806,14.806,13.46,13.46
37,13.9,12.51,15.29,15.29,13.9,15.29,12.51,12.51,13.9,13.9,12.51,15.29,15.29,13.9,13.9
38,14.34,12.906,15.774,15.774,14.34,15.774,12.906,12.906,14.34,14.34,12.906,15.774,15.774,14.34,14.34
39,14.78,13.302,16.258,16.258,14.78,16.258,13.302,13.302,14.78,14.78,13.302,16.258,16.258,14.78,14.78
40,15.22,13.698,16.742,16.742,15.22,16.742,13.698,13.698,15.22,15.22,13.698,16.742,16.742,15.22,15.22
41,15.68,14.112,17.248,17.248,15.68,17.248,14.112,14.112,15.68,15.68,14.112,17.248,17.248,15.68,15.68
42,16.16,14.544,17.776,17.776,16.16,17.776,14.544,14.544,16.16,16.16,14.544,17.776,17.776,16.16,16.16
43,16.64,14.976,18.304,18.304,16.64,18.304,14.976,14.976,16.64,16.64,14.976,18.304,18.304,16.64,16.64
44,17.12,15.408,18.832,18.832,17.12,18.832,15.408,15.408,17.12,17.12,15.408,18.832,18.832,17.12,17.12
45,17.6,15.84,19.36,19.36,17.6,19.36,15.84,15.84,17.6,17.6,15.84,19.36,19.36,17.6,17.6
46,18.08,16.272,19.888,19.888,18.08,19.888,16.272,16.272,18.08,18.08,16.272,19.888,19.888,18.08,18.08
47,18.56,16.704,20.416,20.416,18.56,20.416,16.704,16.704,18.56,18.56,16.704,20.416,20.416,18.56,18.56
48,19.04,17.136,20.944,20.944,19.04,20.944,17.136,17.136,19.04,19.04,17.136,20.944,20.944,19.04,19.04
49,19.52,17.568,21.472,21.472,19.52,21.472,17.568,17.568,19.52,19.52,17.568,21.472,21.472,19.52,19.52
50,20,18,22,22,20,22,18,18,20,20,18,22,22,20,20
