EarningLevel,ManagementLevel,BestRecipeEarnings,AccumEarnings,ServingEmployeeWarningLevel,BurgerOrderCountMin,BurgerOrderCountMax,ExpectedRecipeAttractive,StoreAttractiveLevel
1,0,200,1000,1,1,1,0,1001
2,0,500,5000,1,1,1,0,1001
3,0,1000,10000,1,2,2,7.5,1002
4,0,2000,20000,2,2,2,10.625,1002
5,0,3000,30000,2,2,3,12.5,1005
6,0,5000,40000,2,2,3,10.5,1006
7,1,10000,50000,2,3,3,11,1101
8,1,20000,100000,2,3,4,8,1101
9,1,30000,200000,2,3,4,9.375,1101
10,1,40000,250000,2,4,4,8.75,1102
11,1,45000,300000,6,4,4,9.375,1103
12,1,50000,400000,6,4,4,10,1103
13,2,52000,500000,6,4,4,10.625,1103
14,2,54000,600000,6,4,4,11.25,1103
15,2,56000,700000,6,4,4,11.875,1103
16,2,58000,800000,6,4,4,12.5,1103
17,2,59000,900000,9,4,4,12.5,1103
18,2,61000,1000000,9,4,4,12.5,1103
19,2,63000,1100000,9,4,4,12.5,1103
20,2,65000,1200000,9,4,4,12.5,1103
21,2,67000,1300000,9,4,4,12.5,1103
22,2,68000,1400000,9,4,4,12.5,1103
23,2,70000,1500000,9,4,4,12.5,1103
24,2,72000,1600000,9,4,4,12.5,1103
25,3,74000,1700000,9,4,4,12.5,1103
26,3,76000,1800000,9,4,4,12.5,1103
27,3,77000,1900000,12,4,4,12.5,1103
28,3,79000,2000000,12,4,4,12.5,1103
29,3,81000,2100000,12,4,4,12.5,1103
30,3,83000,2200000,12,4,4,12.5,1103
31,3,85000,2300000,12,4,4,12.5,1103
32,3,87000,2400000,12,4,4,12.5,1103
33,3,88000,2500000,12,4,4,12.5,1103
34,3,90000,2600000,12,4,4,12.5,1103
35,3,92000,2700000,12,4,4,12.5,1103
36,3,94000,2800000,12,4,4,12.5,1103
37,4,96000,2900000,15,4,4,12.5,1103
38,4,97000,3000000,15,4,4,12.5,1103
39,4,99000,3100000,15,4,4,12.5,1103
40,4,101000,3200000,15,4,4,12.5,1103
41,4,103000,3300000,15,4,4,12.5,1103
42,4,105000,3400000,15,4,4,12.5,1103
43,4,106000,3500000,15,4,4,12.5,1103
44,4,108000,3600000,15,4,4,12.5,1103
45,4,110000,3700000,15,4,4,12.5,1103
46,4,112000,3800000,15,4,4,12.5,1103
47,4,114000,3900000,15,4,4,12.5,1103
48,4,116000,4000000,15,4,4,12.5,1103
49,5,117000,4100000,15,4,4,12.5,1103
50,5,119000,4200000,15,4,4,12.5,1103
51,5,121000,4300000,15,4,4,12.5,1103
52,5,123000,4400000,15,4,4,12.5,1103
53,5,125000,4500000,15,4,4,12.5,1103
54,5,126000,4600000,15,4,4,12.5,1103
55,5,128000,4700000,15,4,4,12.5,1103
56,5,130000,4800000,15,4,4,12.5,1103
57,5,132000,4900000,15,4,4,12.5,1103
58,5,134000,5000000,15,4,4,12.5,1103
59,5,135000,5100000,15,4,4,12.5,1103
60,5,137000,5200000,15,4,4,12.5,1103
61,5,139000,5300000,15,4,4,12.5,1103
62,5,141000,5400000,15,4,4,12.5,1103
63,5,143000,5500000,15,4,4,12.5,1103
64,5,145000,5600000,15,4,4,12.5,1103
65,5,146000,5700000,15,4,4,12.5,1103
66,5,148000,5800000,15,4,4,12.5,1103
67,5,150000,5900000,15,4,4,12.5,1103
68,5,152000,6000000,15,4,4,12.5,1103
69,5,154000,6100000,15,4,4,12.5,1103
70,5,155000,6200000,15,4,4,12.5,1103
71,5,157000,6300000,15,4,4,12.5,1103
72,5,159000,6400000,15,4,4,12.5,1103
73,5,161000,6500000,15,4,4,12.5,1103
74,5,163000,6600000,15,4,4,12.5,1103
75,5,164000,6700000,15,4,4,12.5,1103
76,5,166000,6800000,15,4,4,12.5,1103
77,5,168000,6900000,15,4,4,12.5,1103
78,5,170000,7000000,15,4,4,12.5,1103
79,5,172000,7100000,15,4,4,12.5,1103
80,5,174000,7200000,15,4,4,12.5,1103
81,5,175000,7300000,15,4,4,12.5,1103
82,5,177000,7400000,15,4,4,12.5,1103
