x,y,jump,row,col
0.5,9.4899997711182,false,4,15
1.2700002193451,9.4899997711182,false,,
2.5,9.4899997711182,false,,
3.6499998569489,9.4899997711182,false,,
4.8200073242188,9.4899997711182,false,,
6.0300121307373,9.4899997711182,false,,
7.230016708374,9.4899997711182,false,,
8.4499998092651,9.4899997711182,false,,
9.6400003433228,9.4899997711182,false,,
10.880000114441,9.4899997711182,false,,
12.029999732971,9.4899997711182,false,,
13.270000457764,9.4899997711182,false,,
14.460000038147,9.4899997711182,false,,
15.590000152588,9.4899997711182,false,,
16.909999847412,9.4899997711182,false,,
0.5,8.210000038147,true,,
1.2700002193451,8.210000038147,false,,
2.5,8.210000038147,true,,
3.6499998569489,8.210000038147,false,,
4.8200073242188,8.210000038147,true,,
6.0300121307373,8.210000038147,false,,
7.230016708374,8.210000038147,true,,
8.4499998092651,8.210000038147,false,,
9.6400003433228,8.210000038147,true,,
10.880000114441,8.210000038147,false,,
12.029999732971,8.210000038147,true,,
13.270000457764,8.210000038147,false,,
14.460000038147,8.210000038147,true,,
15.590000152588,8.210000038147,false,,
16.909999847412,8.210000038147,true,,
0.12000017613173,7.8200001716614,false,,
1.2700002193451,7.8200001716614,false,,
2.5,7.8200001716614,false,,
3.6500000953674,7.8200001716614,false,,
4.8200073242188,7.8200001716614,false,,
6.0300121307373,7.8200001716614,false,,
7.230016708374,7.8200001716614,false,,
8.4499998092651,7.8200001716614,false,,
9.6400003433228,7.8200001716614,false,,
10.880000114441,7.8200001716614,false,,
12.029999732971,7.8200001716614,false,,
13.270000457764,7.8200001716614,false,,
14.460000038147,7.8200001716614,false,,
15.590000152588,7.8200001716614,false,,
16.909999847412,7.8200001716614,false,,
0.5,7.3200001716614,false,,
1.5,7.3200001716614,false,,
2.5,7.3200001716614,false,,
3.5,7.3200001716614,false,,
4.5,7.3200001716614,false,,
6.4500217437744,7.3200001716614,false,,
7.4500217437744,7.3200001716614,false,,
8.4500217437744,7.3200001716614,false,,
9.4500217437744,7.3200001716614,false,,
10.450021743774,7.3200001716614,false,,
12.440044403076,7.3200001716614,false,,
13.440044403076,7.3200001716614,false,,
14.440044403076,7.3200001716614,false,,
15.440044403076,7.3200001716614,false,,
16.440044403076,7.3200001716614,false,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
