ruid,duration
79f2279d8ab94da594114a1f05c1abe7,0.11999999731779
f5eb2eaa97464014ba90dcd43c67e5c9,2.3400000557303
288dd761e4654fbd8ebac5cc9fdcceb7,1.4400000572205
4286341c85b049859e10d775eb804071,0.60000002384186
e223f0067648444099395865ef0c30fe,1.8299999684095
58b16b687acd464c847c45b1df9e5775,1.0799999758601
5384b9cbe1e647ddaf76ce3febcc5705,2.5200001001358
9a6a23b1d4e441cc912dc832cc206546,2.6399999409914
40f4acbf04eb4ed78ae338e0e309f496,3.3000001311302
05109cd88cb741f89769388b37ba176f,1.8000000715256
3c170a86251741d2ad54fdf114382ad5,0.30000001192093
23f389044732450db5a84ea55722a962,0.95999997854233
4e50cb4079124fa4b7cc065c6162e226,0.89999997988343
e4bbe18d944142dc9cbce3af01ddca72,0.42000000178814
6fd67840f0244f249a803708ecba5fc1,0.47999998927116
217325a35f1646178a3b2c7d76b25d2d,1.6000000238419
8ae6a89492c34cffad94b820f1c5c75d,1.4400000572205
ef4d7fd59b3143d29090c9d98d5195b2,1.6000000238419
d37cf90985d145e88ddc0bfc3f4a9d7b,0.71999998390675
6434d25964f644b790fc4b9081c810fa,1.1700000464916
5c1c0770bfea4fe8a96a04c16ef02b78,0.6000000089407
bf9ffac13ef74abeaa9184786b207290,0.99000003933907
6ac5ce70147147b7bde4d480f55ffb21,0.30000001192093
747412fef02d4795a6395574aa3760ca,0.30000001192093
e2e75dcc82bd4e7a8364ebf70de99d4d,1.4399999678135
f51f502e4f894ea388f094bda05db7f4,1.0500000417233
ce34d641605d4603bec210c14c348017,4.1000000610948
5381baa97d2f47df8536985f8db4e969,0.48000001162291
0ebc2dd0521a49638001d5cc648cd0c9,0.54000002145767
f50ba054bfe04c579c52473d00431ea3,1.8000000715256
5bce5c9978d14b32b5a937d0723f7911,0.69999998807907
589f9d5fc7c4474d9e7659e1c3d77c18,0.30000001192093
ab65572f726a497c92cb4fe124d6defb,0.72000002861023
3e0bf51c15524c7ab695dc0c258dd2b2,1.4400000572205
850af71fd5d64fb09ab45bbb6923a618,0.85000002384186
9950f0109b974ce2842f701a1d107512,1.950000077486
15d3e2597c9a4e1797f9aabdfdf650a4,2.2500000670552
656a9cea766942a6bed36bffb7c248fd,0.35999999195337
838be99e6fd142688be755809d6f64d8,0.59999998658895
9e68b52ff0674753b4b201e2cbcdcfad,0.23999999463558
e84b1e91f5b84e3c9fe249373a72a7ac,1.2199999839067
8fe12a540d2b49229936f18879682bda,0.30000001192093
8ba4d6ca6fea4e16a9724fba48dfb04b,1.7999999597669
0c9c2bf1e5ed46d1a4fad2aa1e421216,0.30000001192093
11d5a6e211a9459d97db708749441923,0.60000002384186
f55c77a934364f3db5447004f445deed,1.8000000715256
e0cc57d0ca254b5b95d323f8162f0ef8,1.0000000149012
534293c28d5b41d59f840a5af08e5dab,1.8000000715256
604ed97d34c34e61bd72758d1977f777,1.419999986887
6ae2867908e04cf793db8155ba139a4c,1.7100000679493
306c13a66da84ca891d885ff149061c5,0.30000001192093
1d589972ae6a44deb5b8e9fb10ca1ddc,0.8400000333786
c8b3a5f97d7b4208a58c036ddea1707e,0.11999999731779
2fee18134cc04dc39bb969893a494c8c,2.2099999636412
d91a0fb6dbe7446fb3bc9e0ffc8c45dc,0.89999999850988
