level,111001,111002,111003,121001,121002,121003,141002,141003,141001,131001,131002,131003,151002,151003,151001
1,5.2,5.72,5.2,5.72,5.2,5.2,5.2,4.68,5.2,5.2,5.72,5.72,5.2,5.2,5.2
2,7.6,8.36,7.6,8.36,7.6,7.6,7.6,6.84,7.6,7.6,8.36,8.36,7.6,7.6,7.6
3,10,11,10,11,10,10,10,9,10,10,11,11,10,10,10
4,12.4,13.64,12.4,13.64,12.4,12.4,12.4,11.16,12.4,12.4,13.64,13.64,12.4,12.4,12.4
5,14.8,16.28,14.8,16.28,14.8,14.8,14.8,13.32,14.8,14.8,16.28,16.28,14.8,14.8,14.8
6,17.28,19.008,17.28,19.008,17.28,17.28,17.28,15.552,17.28,17.28,19.008,19.008,17.28,17.28,17.28
7,19.84,21.824,19.84,21.824,19.84,19.84,19.84,17.856,19.84,19.84,21.824,21.824,19.84,19.84,19.84
8,22.4,24.64,22.4,24.64,22.4,22.4,22.4,20.16,22.4,22.4,24.64,24.64,22.4,22.4,22.4
9,24.96,27.456,24.96,27.456,24.96,24.96,24.96,22.464,24.96,24.96,27.456,27.456,24.96,24.96,24.96
10,27.52,30.272,27.52,30.272,27.52,27.52,27.52,24.768,27.52,27.52,30.272,30.272,27.52,27.52,27.52
11,30.144,33.1584,30.144,33.1584,30.144,30.144,30.144,27.1296,30.144,30.144,33.1584,33.1584,30.144,30.144,30.144
12,32.832,36.1152,32.832,36.1152,32.832,32.832,32.832,29.5488,32.832,32.832,36.1152,36.1152,32.832,32.832,32.832
13,35.52,39.072,35.52,39.072,35.52,35.52,35.52,31.968,35.52,35.52,39.072,39.072,35.52,35.52,35.52
14,38.208,42.0288,38.208,42.0288,38.208,38.208,38.208,34.3872,38.208,38.208,42.0288,42.0288,38.208,38.208,38.208
15,40.896,44.9856,40.896,44.9856,40.896,40.896,40.896,36.8064,40.896,40.896,44.9856,44.9856,40.896,40.896,40.896
16,43.68,48.048,43.68,48.048,43.68,43.68,43.68,39.312,43.68,43.68,48.048,48.048,43.68,43.68,43.68
17,46.56,51.216,46.56,51.216,46.56,46.56,46.56,41.904,46.56,46.56,51.216,51.216,46.56,46.56,46.56
18,49.44,54.384,49.44,54.384,49.44,49.44,49.44,44.496,49.44,49.44,54.384,54.384,49.44,49.44,49.44
19,52.32,57.552,52.32,57.552,52.32,52.32,52.32,47.088,52.32,52.32,57.552,57.552,52.32,52.32,52.32
20,55.2,60.72,55.2,60.72,55.2,55.2,55.2,49.68,55.2,55.2,60.72,60.72,55.2,55.2,55.2
21,58.192,64.0112,58.192,64.0112,58.192,58.192,58.192,52.3728,58.192,58.192,64.0112,64.0112,58.192,58.192,58.192
22,61.296,67.4256,61.296,67.4256,61.296,61.296,61.296,55.1664,61.296,61.296,67.4256,67.4256,61.296,61.296,61.296
23,64.4,70.84,64.4,70.84,64.4,64.4,64.4,57.96,64.4,64.4,70.84,70.84,64.4,64.4,64.4
24,67.504,74.2544,67.504,74.2544,67.504,67.504,67.504,60.7536,67.504,67.504,74.2544,74.2544,67.504,67.504,67.504
25,70.608,77.6688,70.608,77.6688,70.608,70.608,70.608,63.5472,70.608,70.608,77.6688,77.6688,70.608,70.608,70.608
26,73.808,81.1888,73.808,81.1888,73.808,73.808,73.808,66.4272,73.808,73.808,81.1888,81.1888,73.808,73.808,73.808
