level,111001,111002,111003,121001,121002,121003,141002,141003,141001,131001,131002,131003,151002,151003,151001
1,0.591304348,0.532173913,0.591304348,0.532173913,0.532173913,0.532173913,0.532173913,0.650434783,0.591304348,0.591304348,0.650434783,0.532173913,0.650434783,0.650434783,0.532173913
2,1.07826087,0.970434783,1.07826087,0.970434783,0.970434783,0.970434783,0.970434783,1.186086957,1.07826087,1.07826087,1.186086957,0.970434783,1.186086957,1.186086957,0.970434783
3,1.565217391,1.408695652,1.565217391,1.408695652,1.408695652,1.408695652,1.408695652,1.72173913,1.565217391,1.565217391,1.72173913,1.408695652,1.72173913,1.72173913,1.408695652
4,2.052173913,1.846956522,2.052173913,1.846956522,1.846956522,1.846956522,1.846956522,2.257391304,2.052173913,2.052173913,2.257391304,1.846956522,2.257391304,2.257391304,1.846956522
5,2.539130435,2.285217391,2.539130435,2.285217391,2.285217391,2.285217391,2.285217391,2.793043478,2.539130435,2.539130435,2.793043478,2.285217391,2.793043478,2.793043478,2.285217391
6,3.07826087,2.770434783,3.07826087,2.770434783,2.770434783,2.770434783,2.770434783,3.386086957,3.07826087,3.07826087,3.386086957,2.770434783,3.386086957,3.386086957,2.770434783
7,3.669565217,3.302608696,3.669565217,3.302608696,3.302608696,3.302608696,3.302608696,4.036521739,3.669565217,3.669565217,4.036521739,3.302608696,4.036521739,4.036521739,3.302608696
8,4.260869565,3.834782609,4.260869565,3.834782609,3.834782609,3.834782609,3.834782609,4.686956522,4.260869565,4.260869565,4.686956522,3.834782609,4.686956522,4.686956522,3.834782609
9,4.852173913,4.366956522,4.852173913,4.366956522,4.366956522,4.366956522,4.366956522,5.337391304,4.852173913,4.852173913,5.337391304,4.366956522,5.337391304,5.337391304,4.366956522
10,5.443478261,4.899130435,5.443478261,4.899130435,4.899130435,4.899130435,4.899130435,5.987826087,5.443478261,5.443478261,5.987826087,4.899130435,5.987826087,5.987826087,4.899130435
11,6.034782609,5.431304348,6.034782609,5.431304348,5.431304348,5.431304348,5.431304348,6.63826087,6.034782609,6.034782609,6.63826087,5.431304348,6.63826087,6.63826087,5.431304348
12,6.626086957,5.963478261,6.626086957,5.963478261,5.963478261,5.963478261,5.963478261,7.288695652,6.626086957,6.626086957,7.288695652,5.963478261,7.288695652,7.288695652,5.963478261
13,7.217391304,6.495652174,7.217391304,6.495652174,6.495652174,6.495652174,6.495652174,7.939130435,7.217391304,7.217391304,7.939130435,6.495652174,7.939130435,7.939130435,6.495652174
14,7.808695652,7.027826087,7.808695652,7.027826087,7.027826087,7.027826087,7.027826087,8.589565217,7.808695652,7.808695652,8.589565217,7.027826087,8.589565217,8.589565217,7.027826087
15,8.4,7.56,8.4,7.56,7.56,7.56,7.56,9.24,8.4,8.4,9.24,7.56,9.24,9.24,7.56
16,9.008695652,8.107826087,9.008695652,8.107826087,8.107826087,8.107826087,8.107826087,9.909565217,9.008695652,9.008695652,9.909565217,8.107826087,9.909565217,9.909565217,8.107826087
17,9.634782609,8.671304348,9.634782609,8.671304348,8.671304348,8.671304348,8.671304348,10.59826087,9.634782609,9.634782609,10.59826087,8.671304348,10.59826087,10.59826087,8.671304348
18,10.26086957,9.234782609,10.26086957,9.234782609,9.234782609,9.234782609,9.234782609,11.28695652,10.26086957,10.26086957,11.28695652,9.234782609,11.28695652,11.28695652,9.234782609
19,10.88695652,9.79826087,10.88695652,9.79826087,9.79826087,9.79826087,9.79826087,11.97565217,10.88695652,10.88695652,11.97565217,9.79826087,11.97565217,11.97565217,9.79826087
