level,111001,111002,111003,121001,121002,121003,141002,141003,141001,131001,131002,131003,151002,151003,151001
1,0.92,0.828,0.92,0.92,0.92,1.012,0.92,1.012,0.828,0.92,0.828,0.828,0.92,1.012,1.012
2,1.16,1.044,1.16,1.16,1.16,1.276,1.16,1.276,1.044,1.16,1.044,1.044,1.16,1.276,1.276
3,1.4,1.26,1.4,1.4,1.4,1.54,1.4,1.54,1.26,1.4,1.26,1.26,1.4,1.54,1.54
4,1.64,1.476,1.64,1.64,1.64,1.804,1.64,1.804,1.476,1.64,1.476,1.476,1.64,1.804,1.804
5,1.88,1.692,1.88,1.88,1.88,2.068,1.88,2.068,1.692,1.88,1.692,1.692,1.88,2.068,2.068
6,2.2,1.98,2.2,2.2,2.2,2.42,2.2,2.42,1.98,2.2,1.98,1.98,2.2,2.42,2.42
7,2.6,2.34,2.6,2.6,2.6,2.86,2.6,2.86,2.34,2.6,2.34,2.34,2.6,2.86,2.86
8,3,2.7,3,3,3,3.3,3,3.3,2.7,3,2.7,2.7,3,3.3,3.3
9,3.4,3.06,3.4,3.4,3.4,3.74,3.4,3.74,3.06,3.4,3.06,3.06,3.4,3.74,3.74
10,3.8,3.42,3.8,3.8,3.8,4.18,3.8,4.18,3.42,3.8,3.42,3.42,3.8,4.18,4.18
11,4.28,3.852,4.28,4.28,4.28,4.708,4.28,4.708,3.852,4.28,3.852,3.852,4.28,4.708,4.708
12,4.84,4.356,4.84,4.84,4.84,5.324,4.84,5.324,4.356,4.84,4.356,4.356,4.84,5.324,5.324
13,5.4,4.86,5.4,5.4,5.4,5.94,5.4,5.94,4.86,5.4,4.86,4.86,5.4,5.94,5.94
14,5.96,5.364,5.96,5.96,5.96,6.556,5.96,6.556,5.364,5.96,5.364,5.364,5.96,6.556,6.556
15,6.52,5.868,6.52,6.52,6.52,7.172,6.52,7.172,5.868,6.52,5.868,5.868,6.52,7.172,7.172
16,7.28,6.552,7.28,7.28,7.28,8.008,7.28,8.008,6.552,7.28,6.552,6.552,7.28,8.008,8.008
17,8.24,7.416,8.24,8.24,8.24,9.064,8.24,9.064,7.416,8.24,7.416,7.416,8.24,9.064,9.064
18,9.2,8.28,9.2,9.2,9.2,10.12,9.2,10.12,8.28,9.2,8.28,8.28,9.2,10.12,10.12
19,10.16,9.144,10.16,10.16,10.16,11.176,10.16,11.176,9.144,10.16,9.144,9.144,10.16,11.176,11.176
20,11.12,10.008,11.12,11.12,11.12,12.232,11.12,12.232,10.008,11.12,10.008,10.008,11.12,12.232,12.232
21,12.24,11.016,12.24,12.24,12.24,13.464,12.24,13.464,11.016,12.24,11.016,11.016,12.24,13.464,13.464
22,13.52,12.168,13.52,13.52,13.52,14.872,13.52,14.872,12.168,13.52,12.168,12.168,13.52,14.872,14.872
23,14.8,13.32,14.8,14.8,14.8,16.28,14.8,16.28,13.32,14.8,13.32,13.32,14.8,16.28,16.28
24,16.08,14.472,16.08,16.08,16.08,17.688,16.08,17.688,14.472,16.08,14.472,14.472,16.08,17.688,17.688
25,17.36,15.624,17.36,17.36,17.36,19.096,17.36,19.096,15.624,17.36,15.624,15.624,17.36,19.096,19.096
26,19.12,17.208,19.12,19.12,19.12,21.032,19.12,21.032,17.208,19.12,17.208,17.208,19.12,21.032,21.032
27,21.36,19.224,21.36,21.36,21.36,23.496,21.36,23.496,19.224,21.36,19.224,19.224,21.36,23.496,23.496
28,23.6,21.24,23.6,23.6,23.6,25.96,23.6,25.96,21.24,23.6,21.24,21.24,23.6,25.96,25.96
29,26.8,24.12,26.8,26.8,26.8,29.48,26.8,29.48,24.12,26.8,24.12,24.12,26.8,29.48,29.48
30,30,27,30,30,30,33,30,33,27,30,27,27,30,33,33
31,33.4,30.06,33.4,33.4,33.4,36.74,33.4,36.74,30.06,33.4,30.06,30.06,33.4,36.74,36.74
32,37,33.3,37,37,37,40.7,37,40.7,33.3,37,33.3,33.3,37,40.7,40.7
33,40.6,36.54,40.6,40.6,40.6,44.66,40.6,44.66,36.54,40.6,36.54,36.54,40.6,44.66,44.66
34,44.6,40.14,44.6,44.6,44.6,49.06,44.6,49.06,40.14,44.6,40.14,40.14,44.6,49.06,49.06
35,48.6,43.74,48.6,48.6,48.6,53.46,48.6,53.46,43.74,48.6,43.74,43.74,48.6,53.46,53.46
36,52.8,47.52,52.8,52.8,52.8,58.08,52.8,58.08,47.52,52.8,47.52,47.52,52.8,58.08,58.08
37,57.2,51.48,57.2,57.2,57.2,62.92,57.2,62.92,51.48,57.2,51.48,51.48,57.2,62.92,62.92
38,61.6,55.44,61.6,61.6,61.6,67.76,61.6,67.76,55.44,61.6,55.44,55.44,61.6,67.76,67.76
39,66,59.4,66,66,66,72.6,66,72.6,59.4,66,59.4,59.4,66,72.6,72.6
40,70.4,63.36,70.4,70.4,70.4,77.44,70.4,77.44,63.36,70.4,63.36,63.36,70.4,77.44,77.44
41,75,67.5,75,75,75,82.5,75,82.5,67.5,75,67.5,67.5,75,82.5,82.5
42,79.8,71.82,79.8,79.8,79.8,87.78,79.8,87.78,71.82,79.8,71.82,71.82,79.8,87.78,87.78
43,84.6,76.14,84.6,84.6,84.6,93.06,84.6,93.06,76.14,84.6,76.14,76.14,84.6,93.06,93.06
44,89.4,80.46,89.4,89.4,89.4,98.34,89.4,98.34,80.46,89.4,80.46,80.46,89.4,98.34,98.34
45,94.2,84.78,94.2,94.2,94.2,103.62,94.2,103.62,84.78,94.2,84.78,84.78,94.2,103.62,103.62
46,99.2,89.28,99.2,99.2,99.2,109.12,99.2,109.12,89.28,99.2,89.28,89.28,99.2,109.12,109.12
47,104.4,93.96,104.4,104.4,104.4,114.84,104.4,114.84,93.96,104.4,93.96,93.96,104.4,114.84,114.84
48,109.6,98.64,109.6,109.6,109.6,120.56,109.6,120.56,98.64,109.6,98.64,98.64,109.6,120.56,120.56
49,114.8,103.32,114.8,114.8,114.8,126.28,114.8,126.28,103.32,114.8,103.32,103.32,114.8,126.28,126.28
50,120,108,120,120,120,132,120,132,108,120,108,108,120,132,132
